anio,geo,total,total_hom,total_muj,armas,armas_hom,armas_muj,pob_total,pob_hom,pob_muj
2015,20525,2,2,,1,1,,12219,6099,6120
2015,20520,1,1,,,,,7197,3418,3779
2015,20517,1,,1,1,,1,5457,2569,2888
2015,20515,12,12,,9,9,,65727,32019,33708
2015,20513,2,2,,2,2,,9022,4525,4497
2015,20509,2,2,,2,2,,11089,5265,5824
2015,20507,1,1,,1,1,,3435,1711,1724
2015,20505,1,1,,1,1,,8129,4066,4063
2015,20498,2,1,1,,,,6834,3423,3411
2015,20492,1,1,,1,1,,3170,1469,1701
2015,20490,1,1,,1,1,,3137,1515,1622
2015,20489,3,3,,3,3,,5087,2510,2577
2015,20485,1,1,,,,,3162,1602,1560
2015,20484,2,2,,1,1,,4512,2083,2429
2015,20482,35,31,4,30,28,2,53127,25929,27198
2015,20477,1,1,,1,1,,1488,736,752
2015,20475,1,1,,1,1,,10032,4707,5325
2015,20472,2,1,1,,,,3355,1664,1691
2015,20470,1,1,,1,1,,5014,2483,2531
2015,20469,6,6,,5,5,,36002,17076,18926
2015,20468,2,2,,2,2,,14118,6930,7188
2015,20467,20,20,,14,14,,19375,9331,10044
2015,20466,8,8,,8,8,,12877,6272,6605
2015,20450,14,12,2,12,10,2,12649,6139,6510
2015,20447,4,4,,4,4,,16054,7530,8524
2015,20439,9,8,1,3,3,,25269,12479,12790
2015,20433,3,3,,3,3,,2677,1276,1401
2015,20427,3,3,,2,2,,16531,7988,8543
2015,20426,2,1,1,,,,8483,4136,4347
2015,20421,2,1,1,2,1,1,4715,2296,2419
2015,20418,1,,1,1,,1,13041,6294,6747
2015,20417,1,1,,,,,9673,4596,5077
2015,20414,2,1,1,1,,1,11520,5645,5875
2015,20413,7,7,,6,6,,43978,21488,22490
2015,20407,1,1,,,,,9165,4646,4519
2015,20406,1,,1,,,,21156,10420,10736
2015,20402,2,2,,2,2,,1096,526,570
2015,20401,4,4,,2,2,,23922,11891,12031
2015,20399,3,2,1,2,2,,33246,15979,17267
2015,20397,8,7,1,7,6,1,40531,19034,21497
2015,20396,2,1,1,,,,3356,1495,1861
2015,20392,1,,1,,,,6665,3187,3478
2015,20390,2,2,,1,1,,51380,24813,26567
2015,20386,1,1,,1,1,,18589,9097,9492
2015,20385,3,2,1,1,,1,90508,42654,47854
2015,20384,1,,1,1,,1,4755,2249,2506
2015,20382,1,1,,1,1,,1171,549,622
2015,20377,9,7,2,5,5,,11631,5596,6035
2015,20368,1,1,,,,,1945,953,992
2015,20366,2,2,,,,,4060,2012,2048
2015,20364,8,8,,7,7,,15971,7753,8218
2015,20350,2,2,,2,2,,19332,8998,10334
2015,20348,2,2,,2,2,,8377,3966,4411
2015,20345,1,1,,1,1,,4065,1998,2067
2015,20344,1,1,,,,,2733,1323,1410
2015,20340,2,2,,2,2,,1797,801,996
2015,20334,27,24,3,22,20,2,46452,22702,23750
2015,20327,10,10,,7,7,,15244,7550,7694
2015,20326,1,1,,1,1,,5150,2540,2610
2015,20324,9,8,1,6,5,1,47189,23252,23937
2015,20322,1,1,,,,,864,403,461
2015,20321,1,1,,,,,785,370,415
2015,20319,1,1,,1,1,,1117,530,587
2015,20318,23,21,2,17,15,2,47558,23130,24428
2015,20313,1,,1,,,,829,380,449
2015,20312,1,1,,1,1,,12180,5859,6321
2015,20310,1,1,,,,,8257,3997,4260
2015,20309,2,1,1,,,,11608,5701,5907
2015,20308,1,1,,,,,3134,1554,1580
2015,20305,1,1,,,,,4301,2044,2257
2015,20302,3,3,,2,2,,4385,2070,2315
2015,20300,2,2,,2,2,,6652,3114,3538
2015,20298,1,1,,,,,12719,6067,6652
2015,20293,3,3,,1,1,,17416,8295,9121
2015,20291,1,1,,1,1,,4300,2095,2205
2015,20289,1,,1,1,,1,1165,526,639
2015,20286,2,2,,2,2,,3336,1546,1790
2015,20278,7,7,,6,6,,39568,19279,20289
2015,20277,5,2,3,5,2,3,12746,6276,6470
2015,20275,1,1,,1,1,,7878,3955,3923
2015,20272,6,6,,5,5,,6849,3140,3709
2015,20266,4,4,,2,2,,8549,4236,4313
2015,20265,1,1,,1,1,,6970,3563,3407
2015,20263,1,1,,1,1,,3374,1565,1809
2015,20261,1,1,,1,1,,7436,3531,3905
2015,20259,1,1,,1,1,,2434,1160,1274
2015,20253,4,3,1,4,3,1,2247,1125,1122
2015,20244,1,,1,,,,3879,1890,1989
2015,20240,3,3,,3,3,,2454,1092,1362
2015,20238,1,1,,1,1,,862,424,438
2015,20236,1,1,,,,,1561,745,816
2015,20234,1,,1,,,,7615,3706,3909
2015,20232,5,5,,2,2,,21190,10266,10924
2015,20229,1,1,,1,1,,7998,3715,4283
2015,20225,1,1,,,,,6222,2997,3225
2015,20219,1,,1,,,,2709,1291,1418
2015,20211,3,3,,3,3,,2888,1452,1436
2015,20210,1,1,,1,1,,6268,2937,3331
2015,20209,1,1,,1,1,,753,315,438
2015,20208,3,3,,3,3,,7336,3406,3930
2015,20207,1,1,,1,1,,18690,9280,9410
2015,20203,1,1,,1,1,,3399,1653,1746
2015,20202,1,1,,1,1,,4804,2331,2473
2015,20199,2,2,,2,2,,661,305,356
2015,20198,2,2,,1,1,,30047,14146,15901
2015,20189,1,,1,1,,1,2795,1362,1433
2015,20185,2,2,,2,2,,8996,4377,4619
2015,20184,20,16,4,9,7,2,165502,79580,85922
2015,20180,1,1,,,,,2533,1255,1278
2015,20179,1,1,,,,,1474,743,731
2015,20177,1,1,,,,,10091,4901,5190
2015,20171,2,2,,2,2,,18962,9166,9796
2015,20170,3,3,,3,3,,3631,1638,1993
2015,20167,3,3,,3,3,,2130,1046,1084
2015,20166,2,2,,,,,12013,5828,6185
2015,20164,1,1,,,,,2992,1381,1611
2015,20159,1,,1,1,,1,5476,2665,2811
2015,20158,1,1,,1,1,,2304,1118,1186
2015,20156,1,,1,1,,1,3480,1684,1796
2015,20153,1,,1,1,,1,4858,2345,2513
2015,20152,1,1,,1,1,,2253,1011,1242
2015,20143,5,5,,3,3,,9348,4621,4727
2015,20139,1,1,,1,1,,2121,1022,1099
2015,20134,3,2,1,1,1,,28321,13760,14561
2015,20130,1,1,,,,,5344,2720,2624
2015,20125,4,3,1,3,2,1,12068,6037,6031
2015,20117,2,2,,2,2,,2492,1231,1261
2015,20115,9,8,1,4,4,,9408,4476,4932
2015,20107,1,1,,,,,23720,11228,12492
2015,20098,1,,1,,,,4566,2205,2361
2015,20095,4,2,2,4,2,2,4349,2165,2184
2015,20091,1,1,,1,1,,5400,2571,2829
2015,20090,1,1,,1,1,,6264,3045,3219
2015,20086,1,,1,,,,951,411,540
2015,20085,15,13,2,12,11,1,24424,11963,12461
2015,20083,1,1,,,,,9162,4484,4678
2015,20079,16,15,1,9,9,,89719,43175,46544
2015,20078,2,2,,1,1,,1138,545,593
2015,20077,1,1,,1,1,,3812,1839,1973
2015,20073,14,14,,13,13,,33218,15595,17623
2015,20070,4,2,2,1,1,,7072,3486,3586
2015,20068,6,5,1,6,5,1,22252,10626,11626
2015,20067,45,40,5,21,19,2,259781,121998,137783
2015,20066,4,3,1,4,3,1,5514,2742,2772
2015,20065,1,1,,,,,1267,566,701
2015,20064,1,1,,1,1,,7658,3752,3906
2015,20059,20,18,2,17,15,2,43010,20567,22443
2015,20058,1,,1,1,,1,13594,6775,6819
2015,20057,8,7,1,6,6,,40681,19583,21098
2015,20055,2,2,,2,2,,3567,1709,1858
2015,20049,1,,1,,,,1186,564,622
2015,20044,13,12,1,11,10,1,43664,20838,22826
2015,20043,51,49,2,47,45,2,99487,48526,50961
2015,20041,6,2,4,1,1,,32560,15207,17353
2015,20040,1,1,,1,1,,6409,3009,3400
2015,20039,8,7,1,4,3,1,75934,35833,40101
2015,20037,3,3,,3,3,,4456,2056,2400
2015,20036,2,2,,,,,5526,2718,2808
2015,20034,1,1,,1,1,,1328,649,679
2015,20030,7,7,,5,5,,8916,4360,4556
2015,20028,15,13,2,13,12,1,20800,9803,10997
2015,20027,1,1,,1,1,,2427,1116,1311
2015,20026,4,3,1,1,1,,9005,4197,4808
2015,20025,5,4,1,5,4,1,11594,5750,5844
2015,20024,1,1,,,,,3857,1947,1910
2015,20021,17,17,,9,9,,15952,7705,8247
2015,20020,1,1,,1,1,,4004,1856,2148
2015,20015,2,2,,2,2,,5008,2393,2615
2015,20014,6,5,1,3,3,,28821,13790,15031
2015,20012,1,1,,1,1,,10412,5049,5363
2015,20010,1,1,,1,1,,14697,7111,7586
2015,20006,1,1,,1,1,,18573,8768,9805
2015,20005,2,2,,2,2,,15641,7781,7860
2015,20003,1,1,,,,,2250,1088,1162
2015,20002,13,13,,10,10,,46891,22937,23954
2015,19050,2,2,,2,2,,1904,1027,877
2015,19049,2,1,1,2,1,1,44504,22406,22098
2015,19048,34,33,1,17,17,,303504,152588,150916
2015,19046,8,8,,4,4,,477596,236198,241398
2015,19045,9,9,,5,5,,53092,27119,25973
2015,19044,6,6,,6,6,,37378,18490,18888
2015,19041,5,5,,3,3,,90421,45151,45270
2015,19039,182,153,29,92,79,13,1088555,535042,553513
2015,19038,2,2,,,,,63776,31938,31838
2015,19037,1,,1,,,,5727,2943,2784
2015,19034,3,3,,,,,5955,3075,2880
2015,19033,4,4,,2,2,,83907,41813,42094
2015,19031,25,19,5,8,6,1,330887,166924,163963
2015,19026,25,23,2,11,11,,695036,353103,341933
2015,19025,4,4,,1,1,,74401,37474,36927
2015,19023,2,2,,2,2,,1243,616,627
2015,19022,1,1,,1,1,,15704,7851,7853
2015,19021,24,21,3,8,8,,422755,212077,210678
2015,19020,3,2,1,1,1,,5876,3039,2837
2015,19019,8,8,,7,7,,133366,62886,70480
2015,19018,25,23,2,11,11,,242255,121378,120877
2015,19017,2,1,1,1,1,,43241,21913,21328
2015,19014,3,3,,1,1,,36580,18435,18145
2015,19013,4,4,,3,3,,11618,5964,5654
2015,19012,2,2,,1,1,,41913,21318,20595
2015,19010,3,3,,2,2,,38331,19312,19019
2015,19009,33,29,3,17,17,,97675,50389,47286
2015,19008,2,1,1,1,1,,4122,2061,2061
2015,19006,25,20,5,9,7,2,596420,300432,295988
2015,19005,11,11,,4,4,,19530,9762,9768
2015,19004,3,3,,,,,35735,18056,17679
2015,19003,1,1,,1,1,,1478,750,728
2015,19002,3,3,,3,3,,2839,1451,1388
2015,18020,10,8,2,1,1,,149560,76020,73540
2015,18018,1,1,,1,1,,32005,15939,16066
2015,18017,39,34,5,18,17,1,414025,202536,211489
2015,18016,5,4,1,4,3,1,41705,21205,20500
2015,18015,6,5,1,2,2,,100506,51027,49479
2015,18014,3,3,,2,2,,24417,12550,11867
2015,18012,6,5,1,4,3,1,45487,23905,21582
2015,18011,9,9,,4,4,,25327,12829,12498
2015,18010,7,7,,7,7,,35869,18304,17565
2015,18009,13,13,,8,8,,41163,20636,20527
2015,18008,5,5,,4,4,,56670,27802,28868
2015,18007,3,2,1,,,,19019,9422,9597
2015,18006,1,1,,1,1,,30058,14569,15489
2015,18005,9,9,,9,9,,12678,6479,6199
2015,18004,4,3,1,1,1,,77017,38622,38395
2015,18002,1,1,,1,1,,16426,8238,8188
2015,18001,7,7,,7,7,,38978,19550,19428
2015,17033,5,4,1,4,3,1,15735,7615,8120
2015,17031,15,13,2,5,5,,37541,18033,19508
2015,17030,12,10,2,5,4,1,51739,25539,26200
2015,17029,33,28,5,12,8,4,104091,50645,53446
2015,17028,19,19,,8,8,,68886,34845,34041
2015,17027,2,2,,1,1,,11974,5905,6069
2015,17026,1,1,,,,,17894,8854,9040
2015,17025,6,6,,5,5,,34342,16929,17413
2015,17024,21,20,,13,12,,52824,25720,27104
2015,17022,2,2,,,,,20650,10009,10641
2015,17021,6,5,1,3,2,1,7895,3929,3966
2015,17020,9,9,,4,4,,46592,22898,23694
2015,17019,1,1,,1,1,,27465,13402,14063
2015,17018,37,32,5,17,15,2,117291,57211,60080
2015,17017,20,19,1,10,10,,66926,32769,34157
2015,17016,4,4,,1,1,,18474,9097,9377
2015,17015,10,9,1,4,4,,26971,13108,13863
2015,17014,3,3,,2,2,,10195,4977,5218
2015,17013,1,1,,,,,15921,7641,8280
2015,17012,33,30,3,10,10,,58947,28424,30523
2015,17011,24,20,4,9,8,1,216808,104936,111872
2015,17010,1,1,,1,1,,17139,8356,8783
2015,17009,12,10,1,5,4,1,19048,9492,9556
2015,17008,12,10,2,6,5,1,95967,47089,48878
2015,17007,87,78,9,49,47,2,385758,182264,203494
2015,17006,54,46,8,23,20,3,194942,93744,101198
2015,17005,4,4,,2,2,,9963,4890,5073
2015,17004,12,11,1,3,3,,85712,41426,44286
2015,17003,9,9,,5,5,,36136,17726,18410
2015,17002,6,5,1,1,1,,21792,10643,11149
2015,17001,4,4,,4,4,,18096,8792,9304
2015,16113,2,2,,1,1,,26806,12623,14183
2015,16112,10,9,1,7,6,1,165336,79504,85832
2015,16111,3,3,,2,2,,17081,8426,8655
2015,16110,2,2,,2,2,,48708,23320,25388
2015,16108,64,57,7,45,39,6,199357,96747,102610
2015,16107,5,5,,2,2,,78059,37644,40415
2015,16106,7,4,3,1,1,,31676,15409,16267
2015,16105,6,6,,3,3,,20651,10131,10520
2015,16104,4,3,1,2,2,,17508,8340,9168
2015,16103,3,3,,1,1,,24985,12202,12783
2015,16102,64,57,7,47,42,5,337888,164230,173658
2015,16101,5,5,,4,4,,9377,4738,4639
2015,16099,6,6,,6,6,,16234,8038,8196
2015,16098,1,1,,1,1,,27812,13410,14402
2015,16097,4,4,,4,4,,33016,16044,16972
2015,16096,4,4,,4,4,,7650,3893,3757
2015,16095,7,6,1,5,5,,12081,5946,6135
2015,16093,1,1,,1,1,,29159,13822,15337
2015,16092,2,2,,,,,14342,7093,7249
2015,16090,1,1,,1,1,,15096,7312,7784
2015,16089,4,4,,1,1,,24410,12336,12074
2015,16088,3,2,1,1,1,,102082,48914,53168
2015,16087,1,1,,1,1,,14778,7279,7499
2015,16085,3,3,,2,2,,34322,16552,17770
2015,16084,5,5,,4,4,,29701,14252,15449
2015,16083,2,2,,2,2,,31273,15742,15531
2015,16082,10,10,,8,8,,75864,37058,38806
2015,16081,1,1,,,,,8968,4429,4539
2015,16080,2,2,,,,,19220,9290,9930
2015,16079,3,2,1,2,1,1,48862,23667,25195
2015,16078,4,4,,4,4,,12957,6019,6938
2015,16077,5,5,,2,2,,18741,9246,9495
2015,16076,9,5,4,4,3,1,77073,37563,39510
2015,16075,10,7,3,8,6,2,68756,33548,35208
2015,16074,1,1,,1,1,,10619,5171,5448
2015,16073,1,1,,1,1,,27857,13314,14543
2015,16072,2,2,,2,2,,14118,6862,7256
2015,16071,4,3,1,1,1,,70036,32928,37108
2015,16069,28,20,8,16,13,3,105705,50512,55193
2015,16068,4,4,,2,2,,27456,13724,13732
2015,16067,1,,1,1,,1,17603,8136,9467
2015,16066,3,3,,,,,94117,45142,48975
2015,16065,5,3,2,1,1,,37556,17887,19669
2015,16064,9,9,,9,9,,26951,13572,13379
2015,16061,2,2,,2,2,,24445,12212,12233
2015,16059,2,1,1,1,1,,8378,4199,4179
2015,16058,1,1,,1,1,,19747,9637,10110
2015,16057,1,1,,1,1,,8332,4119,4213
2015,16056,2,2,,1,1,,28698,13908,14790
2015,16055,21,21,,16,16,,46617,23071,23546
2015,16054,1,1,,1,1,,8238,3699,4539
2015,16053,150,142,8,104,101,3,790028,381429,408599
2015,16052,69,58,10,63,52,10,188152,94609,93543
2015,16050,2,1,1,1,1,,87333,41960,45373
2015,16049,3,3,,3,3,,18215,9125,9090
2015,16047,5,4,1,5,4,1,21649,10724,10925
2015,16046,1,1,,1,1,,14512,7066,7446
2015,16045,13,13,,8,8,,34643,16447,18196
2015,16043,13,12,1,9,9,,70018,34025,35993
2015,16042,3,3,,3,3,,13538,6599,6939
2015,16041,1,1,,,,,15209,7223,7986
2015,16039,1,1,,1,1,,8749,4285,4464
2015,16038,16,15,1,11,11,,42972,20961,22011
2015,16036,1,1,,,,,12126,5621,6505
2015,16035,9,7,2,5,4,1,34814,17268,17546
2015,16034,16,12,4,10,9,1,124944,60644,64300
2015,16033,8,8,,6,6,,22925,11420,11505
2015,16031,2,2,,1,1,,17133,8375,8758
2015,16030,39,39,,38,38,,13278,6038,7240
2015,16029,1,1,,,,,15459,7714,7745
2015,16028,1,1,,1,1,,5413,2503,2910
2015,16027,1,1,,1,1,,5019,2280,2739
2015,16026,1,1,,1,1,,5306,2757,2549
2015,16025,2,2,,,,,38745,18641,20104
2015,16023,1,1,,1,1,,10527,5076,5451
2015,16022,2,2,,1,1,,22534,11715,10819
2015,16021,2,2,,1,1,,12589,5902,6687
2015,16020,1,,1,,,,30123,14272,15851
2015,16019,4,4,,4,4,,19851,9379,10472
2015,16018,1,1,,1,1,,9295,4366,4929
2015,16017,2,2,,1,1,,34835,16946,17889
2015,16016,1,1,,1,1,,21318,9722,11596
2015,16015,3,3,,2,2,,18890,9342,9548
2015,16014,3,3,,,,,14556,7515,7041
2015,16012,13,13,,11,11,,46714,23694,23020
2015,16011,2,2,,1,1,,11405,5537,5868
2015,16010,13,13,,13,13,,22723,11333,11390
2015,16009,6,6,,5,5,,36948,17966,18982
2015,16008,13,13,,13,13,,24945,12702,12243
2015,16006,75,62,12,56,49,7,130961,64888,66073
2015,16004,2,2,,,,,15232,7196,8036
2015,16003,2,1,1,1,,1,21948,10525,11423
2015,16002,9,9,,8,8,,16182,8162,8020
2015,16001,2,2,,2,2,,11596,5567,6029
2015,15125,8,7,,1,1,,10476,5169,5307
2015,15124,8,6,2,4,3,1,94471,46878,47593
2015,15123,1,1,,1,1,,29058,14310,14748
2015,15122,81,74,6,43,39,3,394527,194221,200306
2015,15121,83,68,14,46,41,5,554689,270393,284296
2015,15120,56,45,10,19,16,3,191955,92610,99345
2015,15119,5,5,,3,3,,17421,8340,9081
2015,15118,11,9,2,7,6,1,183888,90551,93337
2015,15117,8,7,1,7,7,,15595,7425,8170
2015,15115,4,2,2,2,1,1,51800,25836,25964
2015,15114,7,6,1,4,4,,101404,50350,51054
2015,15113,8,5,3,1,1,,66232,32461,33771
2015,15112,5,5,,4,4,,47601,23893,23708
2015,15111,7,7,,2,2,,51588,25352,26236
2015,15110,18,17,1,9,9,,66957,32803,34154
2015,15109,75,71,4,55,53,2,535464,262720,272744
2015,15108,14,13,1,3,3,,147347,72173,75174
2015,15107,1,1,,1,1,,12842,6193,6649
2015,15106,75,61,14,41,34,7,888043,428672,459371
2015,15105,2,2,,1,1,,36167,17620,18547
2015,15104,141,122,19,110,101,9,732600,354544,378056
2015,15103,5,5,,2,2,,49340,23848,25492
2015,15102,1,1,,,,,16212,7819,8393
2015,15101,8,5,3,3,2,1,77220,37545,39675
2015,15100,4,4,,2,2,,40710,20178,20532
2015,15099,95,82,13,27,26,1,248887,121670,127217
2015,15097,1,1,,1,1,,19044,9185,9859
2015,15096,7,5,2,4,3,1,37112,18402,18710
2015,15095,18,16,2,8,8,,95292,46804,48488
2015,15094,1,1,,1,1,,20050,9869,10181
2015,15093,3,2,1,,,,30825,15231,15594
2015,15092,8,7,1,5,5,,57377,28273,29104
2015,15091,15,14,1,11,10,1,70219,34809,35410
2015,15090,6,4,2,1,,1,85650,41875,43775
2015,15088,24,19,4,5,5,,98129,47682,50447
2015,15087,6,5,1,3,3,,100505,48831,51674
2015,15086,5,4,1,3,2,1,33241,16318,16923
2015,15085,1,1,,1,1,,65453,31489,33964
2015,15084,4,3,1,2,1,1,39172,19548,19624
2015,15082,19,17,2,15,14,1,79493,38168,41325
2015,15081,84,74,10,39,36,3,432214,210686,221528
2015,15080,2,2,,1,1,,27490,13035,14455
2015,15079,2,2,,2,2,,13215,6542,6673
2015,15078,3,3,,,,,9861,4850,5011
2015,15077,2,2,,1,1,,6299,3053,3246
2015,15076,6,4,2,1,1,,77004,37825,39179
2015,15075,7,4,3,1,1,,27036,13351,13685
2015,15074,3,2,1,1,1,,140088,66395,73693
2015,15073,1,1,,,,,26906,13235,13671
2015,15071,1,1,,,,,14139,6923,7216
2015,15070,64,56,8,32,28,4,288308,142057,146251
2015,15068,3,3,,1,1,,29302,14074,15228
2015,15067,7,4,3,4,3,1,83938,41322,42616
2015,15066,1,1,,,,,4479,2255,2224
2015,15065,8,6,2,4,3,1,36029,18091,17938
2015,15063,13,9,4,4,3,1,34020,16663,17357
2015,15062,9,8,1,5,5,,66732,32807,33925
2015,15061,14,11,3,7,6,1,9321,4658,4663
2015,15060,32,25,6,16,13,3,403346,197909,205437
2015,15059,10,6,3,4,2,2,38254,18860,19394
2015,15058,163,141,21,112,102,10,1135026,548367,586659
2015,15057,183,156,27,123,107,16,886461,430153,456308
2015,15056,1,1,,1,1,,30412,14555,15857
2015,15054,17,16,1,7,7,,235173,113861,121312
2015,15053,6,5,1,1,1,,55287,27035,28252
2015,15052,10,9,1,5,5,,27685,13588,14097
2015,15051,8,7,1,5,5,,145727,71861,73866
2015,15050,1,,1,,,,25468,12532,12936
2015,15048,3,2,1,1,1,,66090,31975,34115
2015,15047,3,3,,1,1,,73951,35805,38146
2015,15046,6,5,1,3,2,1,19351,9423,9928
2015,15045,12,10,2,6,5,1,88665,43620,45045
2015,15043,2,1,1,1,1,,29127,14160,14967
2015,15042,1,,1,1,,1,152796,73782,79014
2015,15041,2,2,,2,2,,6978,3525,3453
2015,15040,3,3,,,,,35995,17256,18739
2015,15039,50,41,9,17,17,,507825,248923,258902
2015,15038,3,3,,3,3,,11521,5696,5825
2015,15037,24,21,3,14,13,1,269923,129717,140206
2015,15036,2,,2,,,,43737,21958,21779
2015,15035,31,26,5,19,18,1,124349,61177,63172
2015,15034,2,1,1,1,1,,9632,4749,4883
2015,15033,515,433,81,337,291,46,1674599,827678,846921
2015,15032,6,6,,5,5,,34437,16975,17462
2015,15031,157,133,24,95,86,9,677256,332641,344615
2015,15029,28,27,1,19,19,,201206,97906,103300
2015,15028,2,1,1,,,,28996,14196,14800
2015,15026,4,4,,3,3,,28387,13935,14452
2015,15025,44,38,6,29,26,3,348034,169880,178154
2015,15024,28,23,5,10,10,,156680,77316,79364
2015,15023,24,20,4,13,11,2,42672,21128,21544
2015,15022,4,2,2,1,1,,14242,6969,7273
2015,15021,2,2,,2,2,,39403,18901,20502
2015,15020,43,32,10,23,20,3,302874,146343,156531
2015,15019,3,3,,1,1,,36233,17642,18591
2015,15018,1,1,,1,1,,54423,26478,27945
2015,15017,2,2,,2,2,,9871,4840,5031
2015,15016,14,13,1,9,9,,27729,13781,13948
2015,15015,2,2,,1,1,,30649,14934,15715
2015,15014,9,6,3,1,1,,99914,47954,51960
2015,15013,56,44,12,31,27,4,538556,261876,276680
2015,15012,3,3,,2,2,,11547,5612,5935
2015,15011,5,5,,3,3,,62696,31076,31620
2015,15010,3,3,,1,1,,29829,14721,15108
2015,15009,8,7,1,2,2,,52581,25380,27201
2015,15008,3,3,,1,1,,28111,13618,14493
2015,15007,4,3,1,2,2,,24568,12050,12518
2015,15005,14,11,3,9,8,1,170256,84090,86166
2015,15004,3,3,,1,1,,15449,7375,8074
2015,15003,3,2,,2,1,,48918,24084,24834
2015,15002,22,19,3,12,11,1,160927,80609,80318
2015,15001,4,2,2,1,1,,66200,32070,34130
2015,14124,14,13,1,4,4,,68588,33703,34885
2015,14121,4,4,,2,2,,30426,14866,15560
2015,14120,183,160,23,116,108,8,1357002,668515,688487
2015,14119,5,4,1,4,4,,29183,14424,14759
2015,14118,2,1,,1,1,,23816,11343,12473
2015,14117,1,1,,1,1,,4314,2088,2226
2015,14116,1,1,,,,,20415,9885,10530
2015,14115,4,3,1,3,2,1,5718,2804,2914
2015,14114,1,,1,1,,1,18116,8908,9208
2015,14113,3,3,,1,1,,16288,7964,8324
2015,14111,1,1,,1,1,,7098,3511,3587
2015,14110,3,3,,2,2,,14181,6844,7337
2015,14109,2,2,,,,,18233,8762,9471
2015,14108,12,9,3,2,2,,35845,17383,18462
2015,14105,2,2,,2,2,,23406,11523,11883
2015,14104,2,,2,1,,1,4583,2273,2310
2015,14101,73,59,14,39,33,6,535011,268632,266379
2015,14100,10,9,1,10,9,1,36721,18844,17877
2015,14098,110,101,9,62,59,3,667549,332556,334993
2015,14097,82,74,8,46,43,3,536591,265918,270673
2015,14095,2,2,,2,2,,9696,4729,4967
2015,14094,5,2,3,1,,1,43175,21507,21668
2015,14093,16,13,3,6,6,,145008,71067,73941
2015,14092,2,2,,1,1,,11000,5376,5624
2015,14090,2,1,1,,,,7415,3715,3700
2015,14088,4,4,,1,1,,17622,8826,8796
2015,14087,1,1,,1,1,,17405,8520,8885
2015,14086,3,2,1,,,,19506,9575,9931
2015,14085,7,7,,4,4,,39974,19537,20437
2015,14084,3,3,,2,2,,15448,7774,7674
2015,14083,7,7,,4,4,,77820,38599,39221
2015,14082,6,5,1,2,1,1,37835,18284,19551
2015,14080,18,18,,18,18,,5948,3104,2844
2015,14079,2,2,,1,1,,14688,7102,7586
2015,14078,4,3,1,1,1,,33196,16096,17100
2015,14077,1,1,,,,,28293,13768,14525
2015,14075,1,1,,1,1,,3931,2000,1931
2015,14074,2,2,,1,1,,16141,7621,8520
2015,14073,3,3,,2,2,,69936,34596,35340
2015,14072,2,2,,,,,7307,3500,3807
2015,14071,1,1,,1,1,,3264,1613,1651
2015,14070,36,31,5,19,18,1,177457,88259,89198
2015,14069,1,1,,1,1,,8876,4178,4698
2015,14068,6,6,,6,6,,11561,5947,5614
2015,14067,27,20,7,13,12,1,277829,140586,137243
2015,14066,8,7,1,5,4,1,52213,25777,26436
2015,14065,1,1,,,,,12051,6055,5996
2015,14064,2,2,,2,2,,32498,15892,16606
2015,14063,18,16,2,13,12,1,101463,49956,51507
2015,14062,2,2,,2,2,,3688,1847,1841
2015,14061,1,,1,,,,19266,9385,9881
2015,14060,1,1,,,,,5775,2646,3129
2015,14059,2,2,,2,2,,14029,6726,7303
2015,14058,3,2,1,3,2,1,14978,7369,7609
2015,14056,2,2,,2,2,,2360,1185,1175
2015,14054,1,1,,,,,5749,2874,2875
2015,14053,18,14,4,12,10,2,166065,81085,84980
2015,14052,1,,1,1,,1,5835,2815,3020
2015,14051,1,1,,1,1,,17402,8684,8718
2015,14050,5,3,2,2,2,,46283,22994,23289
2015,14049,2,2,,2,2,,10050,5137,4913
2015,14048,6,6,,1,1,,19847,9128,10719
2015,14047,7,6,1,5,4,1,24993,12478,12515
2015,14046,4,4,,,,,34117,16730,17387
2015,14044,8,6,2,5,5,,51238,25288,25950
2015,14043,5,5,,4,4,,24815,12586,12229
2015,14042,1,1,,1,1,,9061,4335,4726
2015,14041,1,1,,,,,5994,2845,3149
2015,14040,1,1,,1,1,,10427,5566,4861
2015,14039,280,250,30,174,159,15,1508885,735280,773605
2015,14038,1,1,,1,1,,4434,2253,2181
2015,14037,5,5,,,,,25184,12330,12854
2015,14035,3,2,1,1,1,,54649,26289,28360
2015,14034,1,1,,,,,2036,1041,995
2015,14033,10,9,1,2,2,,22046,10621,11425
2015,14030,13,11,2,8,8,,51995,25504,26491
2015,14028,1,1,,1,1,,2231,1070,1161
2015,14027,1,1,,1,1,,18517,9423,9094
2015,14026,1,1,,,,,6247,3175,3072
2015,14025,1,1,,,,,18661,9012,9649
2015,14023,15,13,2,4,4,,108621,52950,55671
2015,14022,8,8,,5,5,,41098,20820,20278
2015,14021,7,7,,2,2,,22249,11097,11152
2015,14020,3,3,,2,2,,10584,5522,5062
2015,14019,1,,1,,,,7376,3678,3698
2015,14018,10,9,1,9,9,,67456,32612,34844
2015,14017,2,2,,2,2,,13096,6533,6563
2015,14016,1,1,,1,1,,39481,19260,20221
2015,14015,13,11,1,11,10,,61970,30555,31415
2015,14014,1,1,,,,,8633,4143,4490
2015,14013,10,10,,9,9,,61495,30131,31364
2015,14011,1,1,,1,1,,5660,2931,2729
